v8-version,8,4,371,19,-node.18,0
code-creation,Builtin,3,3090,0x13bfb40,216,ArrayIncludesHoleyDoubles
code-creation,Builtin,3,3096,0x13bfc20,561,ArrayIncludes
code-creation,Builtin,3,3103,0x13bfe60,882,ArrayIndexOfSmiOrObject
code-creation,Builtin,3,3109,0x13c01e0,124,ArrayIndexOfPackedDoubles
code-creation,Builtin,3,3116,0x13c0260,124,ArrayIndexOfHoleyDoubles
code-creation,Builtin,3,3122,0x13c02e0,569,ArrayIndexOf
code-creation,Builtin,3,3129,0x13c0520,12,ArrayPop
code-creation,Builtin,3,3135,0x13c0540,674,ArrayPrototypePop
code-creation,Builtin,3,3141,0x13c0800,12,ArrayPush
code-creation,Builtin,3,3147,0x13c0820,2758,ArrayPrototypePush
code-creation,Builtin,3,3153,0x13c1300,12,ArrayShift
code-creation,Builtin,3,3160,0x13c1320,12,ArrayUnshift
code-creation,Builtin,3,3166,0x13c1340,1074,CloneFastJSArray
code-creation,Builtin,3,3172,0x13c1780,2482,CloneFastJSArrayFillingHoles
code-creation,Builtin,3,3178,0x13c2140,1082,ExtractFastJSArray
code-creation,Builtin,3,3185,0x13c2580,287,ArrayPrototypeEntries
code-creation,Builtin,3,3191,0x13c26a0,271,ArrayPrototypeKeys
code-creation,Builtin,3,3197,0x13c27c0,287,ArrayPrototypeValues
code-creation,Builtin,3,3204,0x13c28e0,4332,ArrayIteratorPrototypeNext
code-creation,Builtin,3,3210,0x13c39e0,3968,FlattenIntoArray
code-creation,Builtin,3,3217,0x13c4980,3992,FlatMapIntoArray
code-creation,Builtin,3,3223,0x13c5920,508,ArrayPrototypeFlat
code-creation,Builtin,3,3229,0x13c5b20,556,ArrayPrototypeFlatMap
code-creation,Builtin,3,3236,0x13c5d60,12,ArrayBufferConstructor
code-creation,Builtin,3,3242,0x13c5d80,12,ArrayBufferConstructor_DoNotInitialize
code-creation,Builtin,3,3249,0x13c5da0,12,ArrayBufferPrototypeGetByteLength
code-creation,Builtin,3,3256,0x13c5dc0,12,ArrayBufferIsView
code-creation,Builtin,3,3262,0x13c5de0,12,ArrayBufferPrototypeSlice
code-creation,Builtin,3,3269,0x13c5e00,608,AsyncFunctionEnter
code-creation,Builtin,3,3275,0x13c6080,161,AsyncFunctionReject
code-creation,Builtin,3,3281,0x13c6140,153,AsyncFunctionResolve
code-creation,Builtin,3,3288,0x13c61e0,20,AsyncFunctionLazyDeoptContinuation
code-creation,Builtin,3,3294,0x13c6200,1286,AsyncFunctionAwaitCaught
code-creation,Builtin,3,3301,0x13c6720,1286,AsyncFunctionAwaitUncaught
code-creation,Builtin,3,3307,0x13c6c40,187,AsyncFunctionAwaitRejectClosure
code-creation,Builtin,3,3314,0x13c6d00,179,AsyncFunctionAwaitResolveClosure
code-creation,Builtin,3,3320,0x13c6dc0,12,BigIntConstructor
code-creation,Builtin,3,3327,0x13c6de0,12,BigIntAsUintN
code-creation,Builtin,3,3333,0x13c6e00,12,BigIntAsIntN
code-creation,Builtin,3,3339,0x13c6e20,12,BigIntPrototypeToLocaleString
code-creation,Builtin,3,3345,0x13c6e40,12,BigIntPrototypeToString
code-creation,Builtin,3,3351,0x13c6e60,12,BigIntPrototypeValueOf
code-creation,Builtin,3,3358,0x13c6e80,12,CallSitePrototypeGetColumnNumber
code-creation,Builtin,3,3364,0x13c6ea0,12,CallSitePrototypeGetEvalOrigin
code-creation,Builtin,3,3371,0x13c6ec0,12,CallSitePrototypeGetFileName
code-creation,Builtin,3,3377,0x13c6ee0,12,CallSitePrototypeGetFunction
code-creation,Builtin,3,3384,0x13c6f00,12,CallSitePrototypeGetFunctionName
code-creation,Builtin,3,3391,0x13c6f20,12,CallSitePrototypeGetLineNumber
code-creation,Builtin,3,3397,0x13c6f40,12,CallSitePrototypeGetMethodName
code-creation,Builtin,3,3405,0x13c6f60,12,CallSitePrototypeGetPosition
code-creation,Builtin,3,3412,0x13c6f80,12,CallSitePrototypeGetPromiseIndex
code-creation,Builtin,3,3418,0x13c6fa0,12,CallSitePrototypeGetScriptNameOrSourceURL
code-creation,Builtin,3,3425,0x13c6fc0,12,CallSitePrototypeGetThis
code-creation,Builtin,3,3431,0x13c6fe0,12,CallSitePrototypeGetTypeName
code-creation,Builtin,3,3438,0x13c7000,12,CallSitePrototypeIsAsync
code-creation,Builtin,3,3444,0x13c7020,12,CallSitePrototypeIsConstructor
code-creation,Builtin,3,3451,0x13c7040,12,CallSitePrototypeIsEval
code-creation,Builtin,3,3457,0x13c7060,12,CallSitePrototypeIsNative
code-creation,Builtin,3,3464,0x13c7080,12,CallSitePrototypeIsPromiseAll
code-creation,Builtin,3,3470,0x13c70a0,12,CallSitePrototypeIsToplevel
code-creation,Builtin,3,3477,0x13c70c0,12,CallSitePrototypeToString
code-creation,Builtin,3,3483,0x13c70e0,12,ConsoleDebug
code-creation,Builtin,3,3490,0x13c7100,12,ConsoleError
code-creation,Builtin,3,3496,0x13c7120,12,ConsoleInfo
code-creation,Builtin,3,3502,0x13c7140,12,ConsoleLog
code-creation,Builtin,3,3507,0x13c7160,12,ConsoleWarn
code-creation,Builtin,3,3514,0x13c7180,12,ConsoleDir
code-creation,Builtin,3,3520,0x13c71a0,12,ConsoleDirXml
code-creation,Builtin,3,3526,0x13c71c0,12,ConsoleTable
code-creation,Builtin,3,3532,0x13c71e0,12,ConsoleTrace
code-creation,Builtin,3,3538,0x13c7200,12,ConsoleGroup
code-creation,Builtin,3,3544,0x13c7220,12,ConsoleGroupCollapsed
code-creation,Builtin,3,3551,0x13c7240,12,ConsoleGroupEnd
code-creation,Builtin,3,3557,0x13c7260,12,ConsoleClear
code-creation,Builtin,3,3563,0x13c7280,12,ConsoleCount
code-creation,Builtin,3,3569,0x13c72a0,12,ConsoleCountReset
code-creation,Builtin,3,3576,0x13c72c0,12,ConsoleAssert
code-creation,Builtin,3,3582,0x13c72e0,12,ConsoleProfile
code-creation,Builtin,3,3588,0x13c7300,12,ConsoleProfileEnd
code-creation,Builtin,3,3594,0x13c7320,12,ConsoleTime
code-creation,Builtin,3,3600,0x13c7340,12,ConsoleTimeLog
code-creation,Builtin,3,3606,0x13c7360,12,ConsoleTimeEnd
code-creation,Builtin,3,3612,0x13c7380,12,ConsoleTimeStamp
code-creation,Builtin,3,3619,0x13c73a0,12,ConsoleContext
code-creation,Builtin,3,3625,0x13c73c0,12,DataViewConstructor
code-creation,Builtin,3,3631,0x13c73e0,12,DateConstructor
code-creation,Builtin,3,3637,0x13c7400,238,DatePrototypeGetDate
code-creation,Builtin,3,3643,0x13c7500,238,DatePrototypeGetDay
code-creation,Builtin,3,3650,0x13c7600,238,DatePrototypeGetFullYear
code-creation,Builtin,3,3656,0x13c7700,238,DatePrototypeGetHours
code-creation,Builtin,3,3663,0x13c7800,206,DatePrototypeGetMilliseconds
code-creation,Builtin,3,3669,0x13c78e0,238,DatePrototypeGetMinutes
code-creation,Builtin,3,3676,0x13c79e0,238,DatePrototypeGetMonth
code-creation,Builtin,3,3682,0x13c7ae0,238,DatePrototypeGetSeconds
code-creation,Builtin,3,3708,0x13c7be0,142,DatePrototypeGetTime
code-creation,Builtin,3,3716,0x13c7c80,206,DatePrototypeGetTimezoneOffset
code-creation,Builtin,3,3723,0x13c7d60,206,DatePrototypeGetUTCDate
code-creation,Builtin,3,3730,0x13c7e40,206,DatePrototypeGetUTCDay
code-creation,Builtin,3,3736,0x13c7f20,206,DatePrototypeGetUTCFullYear
code-creation,Builtin,3,3756,0x13c8000,206,DatePrototypeGetUTCHours
code-creation,Builtin,3,3763,0x13c80e0,206,DatePrototypeGetUTCMilliseconds
code-creation,Builtin,3,3769,0x13c81c0,206,DatePrototypeGetUTCMinutes
code-creation,Builtin,3,3776,0x13c82a0,206,DatePrototypeGetUTCMonth
code-creation,Builtin,3,3782,0x13c8380,206,DatePrototypeGetUTCSeconds
code-creation,Builtin,3,3788,0x13c8460,142,DatePrototypeValueOf
code-creation,Builtin,3,3795,0x13c8500,460,DatePrototypeToPrimitive
code-creation,Builtin,3,3801,0x13c86e0,12,DatePrototypeGetYear
code-creation,Builtin,3,3808,0x13c8700,12,DatePrototypeSetYear
code-creation,Builtin,3,3814,0x13c8720,12,DateNow
code-creation,Builtin,3,3820,0x13c8740,12,DateParse
code-creation,Builtin,3,3826,0x13c8760,12,DatePrototypeSetDate
code-creation,Builtin,3,3832,0x13c8780,12,DatePrototypeSetFullYear
code-creation,Builtin,3,3839,0x13c87a0,12,DatePrototypeSetHours
code-creation,Builtin,3,3846,0x13c87c0,12,DatePrototypeSetMilliseconds
code-creation,Builtin,3,3853,0x13c87e0,12,DatePrototypeSetMinutes
code-creation,Builtin,3,3859,0x13c8800,12,DatePrototypeSetMonth
code-creation,Builtin,3,3866,0x13c8820,12,DatePrototypeSetSeconds
code-creation,Builtin,3,3872,0x13c8840,12,DatePrototypeSetTime
code-creation,Builtin,3,3878,0x13c8860,12,DatePrototypeSetUTCDate
code-creation,Builtin,3,3885,0x13c8880,12,DatePrototypeSetUTCFullYear
code-creation,Builtin,3,3891,0x13c88a0,12,DatePrototypeSetUTCHours
code-creation,Builtin,3,3898,0x13c88c0,12,DatePrototypeSetUTCMilliseconds
code-creation,Builtin,3,3904,0x13c88e0,12,DatePrototypeSetUTCMinutes
code-creation,Builtin,3,3911,0x13c8900,12,DatePrototypeSetUTCMonth
code-creation,Builtin,3,3917,0x13c8920,12,DatePrototypeSetUTCSeconds
code-creation,Builtin,3,3924,0x13c8940,12,DatePrototypeToDateString
code-creation,Builtin,3,3930,0x13c8960,12,DatePrototypeToISOString
code-creation,Builtin,3,3936,0x13c8980,12,DatePrototypeToUTCString
code-creation,Builtin,3,3943,0x13c89a0,12,DatePrototypeToString
code-creation,Builtin,3,3949,0x13c89c0,12,DatePrototypeToTimeString
code-creation,Builtin,3,3956,0x13c89e0,12,DatePrototypeToJson
code-creation,Builtin,3,3962,0x13c8a00,12,DateUTC
code-creation,Builtin,3,3968,0x13c8a20,12,ErrorConstructor
code-creation,Builtin,3,3975,0x13c8a40,12,ErrorCaptureStackTrace
code-creation,Builtin,3,3981,0x13c8a60,12,ErrorPrototypeToString
code-creation,Builtin,3,3987,0x13c8a80,12,FunctionConstructor
code-creation,Builtin,3,3993,0x13c8aa0,64,FunctionPrototypeApply
code-creation,Builtin,3,4000,0x13c8b00,12,FunctionPrototypeBind
code-creation,Builtin,3,4006,0x13c8b20,896,FastFunctionPrototypeBind
code-creation,Builtin,3,4013,0x13c8ec0,47,FunctionPrototypeCall
code-creation,Builtin,3,4019,0x13c8f00,351,FunctionPrototypeHasInstance
code-creation,Builtin,3,4026,0x13c9060,12,FunctionPrototypeToString
code-creation,Builtin,3,4032,0x13c9080,205,CreateIterResultObject
code-creation,Builtin,3,4038,0x13c9160,830,CreateGeneratorObject
code-creation,Builtin,3,4044,0x13c94a0,12,GeneratorFunctionConstructor
code-creation,Builtin,3,4051,0x13c94c0,516,GeneratorPrototypeNext
code-creation,Builtin,3,4057,0x13c96e0,524,GeneratorPrototypeReturn
code-creation,Builtin,3,4064,0x13c9900,528,GeneratorPrototypeThrow
code-creation,Builtin,3,4070,0x13c9b20,12,AsyncFunctionConstructor
code-creation,Builtin,3,4076,0x13c9b40,61,GetIteratorWithFeedbackLazyDeoptContinuation
code-creation,Builtin,3,4083,0x13c9b80,12,GlobalDecodeURI
code-creation,Builtin,3,4089,0x13c9ba0,12,GlobalDecodeURIComponent
code-creation,Builtin,3,4095,0x13c9bc0,12,GlobalEncodeURI
code-creation,Builtin,3,4102,0x13c9be0,12,GlobalEncodeURIComponent
code-creation,Builtin,3,4108,0x13c9c00,12,GlobalEscape
code-creation,Builtin,3,4114,0x13c9c20,12,GlobalUnescape
code-creation,Builtin,3,4120,0x13c9c40,12,GlobalEval
code-creation,Builtin,3,4126,0x13c9c60,145,GlobalIsFinite
code-creation,Builtin,3,4133,0x13c9d00,137,GlobalIsNaN
code-creation,Builtin,3,4139,0x13c9da0,12,JsonParse
code-creation,Builtin,3,4145,0x13c9dc0,12,JsonStringify
code-creation,Builtin,3,4151,0x13c9de0,3737,LoadIC
code-creation,Builtin,3,4157,0x13cac80,3213,LoadIC_Megamorphic
code-creation,Builtin,3,4163,0x13cb920,3265,LoadIC_Noninlined
code-creation,Builtin,3,4169,0x13cc600,52,LoadICTrampoline
code-creation,Builtin,3,4175,0x13cc640,52,LoadICTrampoline_Megamorphic
code-creation,Builtin,3,4182,0x13cc680,6972,KeyedLoadIC
code-creation,Builtin,3,4188,0x13ce1c0,12056,KeyedLoadIC_Megamorphic
code-creation,Builtin,3,4194,0x13d10e0,52,KeyedLoadICTrampoline
code-creation,Builtin,3,4201,0x13d1120,52,KeyedLoadICTrampoline_Megamorphic
code-creation,Builtin,3,4207,0x13d1160,5472,StoreGlobalIC
